,E101_1,E101_2,E101_3,E103_1,E103_2,E103_3,E105_1,E105_2,E105_3,E107_1,E107_2,E107_3,E201_1,E201_2,E201_3,E203_1,E203_2,E203_3,E205_1,E205_2,E205_3,E207_1,E207_2,E207_3,E209_1,E209_2,E209_3,E303_1,E303_2,E303_3,E305_1,E305_2,E305_3,E307_1,E307_2,E307_3,E309_1,E309_2,E309_3,E401_1,E401_2,E401_3,E403_1,E403_2,E403_3,E405_1,E405_2,E405_3,E407_1,E407_2,E407_3,E501_1,E501_2,E501_3,E503_1,E503_2,E503_3,E505_1,E505_2,E505_3,E507_1,E507_2,E507_3,E509_1,E509_2,E509_3,E603_1,E603_2,E603_3,E605_1,E605_2,E605_3,E607_1,E607_2,E607_3,E609_1,E609_2,E609_3
ASV94,0,8,17,0,14,56,0,101,56,0,159,77,0,6,24,0,18,70,0,97,28,0,96,8,0,17,11,0,29,54,0,52,21,0,44,11,0,18,14,0,46,27,0,57,33,0,0,24,0,55,30,0,0,19,0,22,41,0,0,35,0,0,26,0,43,5,0,28,31,0,14,33,0,0,0,0,23,25
ASV97,24,45,57,23,18,16,211,15,21,128,0,10,0,28,25,125,26,22,378,30,7,321,14,0,337,0,16,26,39,12,110,12,0,160,0,0,419,0,0,0,27,22,26,0,21,93,54,23,234,38,24,33,71,42,37,32,19,113,128,34,497,353,32,509,35,19,56,40,45,0,28,24,192,139,124,300,78,53
ASV98,3,0,0,4,7,0,4,0,0,0,0,0,34,2,0,12,0,1,0,0,0,9,1,0,13,0,0,8,2,0,3,0,0,32,6,0,0,0,0,44,7,4,0,3,1,9,36,1,47,1,0,18,3,1,13,1,3,1,4,2,35,31,3,0,1,1,5,0,0,96,24,15,27,34,13,79,0,1
ASV99,0,64,76,0,0,127,0,0,99,0,0,100,0,42,73,0,0,136,0,46,120,0,31,104,0,126,128,0,0,102,0,132,156,0,0,168,0,159,174,0,73,85,0,41,123,0,0,135,0,98,141,0,47,72,0,74,134,0,0,79,0,0,106,0,171,149,0,98,107,0,49,68,0,0,47,0,54,101
ASV100,151,12,11,0,60,0,61,0,0,29,0,0,128,26,12,179,39,0,38,0,0,154,0,0,204,0,0,196,0,0,329,0,0,341,0,0,31,0,0,83,9,8,166,8,0,454,333,0,157,0,0,88,0,0,202,7,0,129,512,0,150,176,0,8,0,7,132,0,0,163,77,9,148,80,16,94,13,0
ASV102,0,36,57,2,0,32,0,0,47,0,0,0,0,11,21,0,0,17,13,20,35,18,0,81,8,44,72,0,0,8,5,10,21,3,0,47,19,17,37,0,0,6,0,0,9,0,0,7,3,14,11,0,2,4,0,7,5,2,15,23,9,7,17,6,12,44,0,5,5,0,0,1,1,1,0,0,13,20
ASV103,0,62,66,0,23,65,10,114,29,1,184,65,29,88,47,0,348,48,0,53,65,5,172,46,0,37,28,0,429,97,0,76,70,0,123,41,3,53,36,85,93,69,0,324,83,0,0,76,0,33,52,0,54,50,0,45,49,0,0,25,0,0,80,0,39,11,0,18,45,0,13,14,0,0,24,3,6,15
ASV104,13,29,20,0,11,8,10,12,19,15,0,2,0,0,24,29,0,33,23,19,13,13,0,0,0,0,0,17,0,11,9,5,0,0,6,0,0,0,0,85,46,28,11,12,5,10,0,12,0,0,0,96,50,83,24,38,11,67,69,9,7,0,2,7,0,0,137,34,24,11,140,114,0,0,32,17,10,4
ASV106,0,39,55,0,0,58,61,0,46,65,0,65,0,0,47,0,0,52,144,79,51,126,0,41,197,94,72,0,0,40,0,91,54,33,54,46,369,62,56,0,34,25,0,0,65,0,0,48,0,228,138,0,59,27,0,58,51,0,45,86,76,208,88,153,152,45,0,58,47,0,23,53,0,0,161,92,198,169
ASV107,61,92,71,43,32,37,94,13,25,83,0,15,21,52,31,118,40,21,170,43,28,162,16,11,172,0,0,52,32,39,48,34,33,24,50,0,181,0,0,57,46,16,46,23,28,25,11,0,27,41,28,75,65,66,50,57,29,303,89,35,45,67,0,168,25,0,65,61,39,18,83,41,19,22,74,55,48,38
ASV108,357,2,2,1565,6,0,59,20,0,0,2,0,154,13,2,158,0,0,0,0,0,0,0,0,0,0,0,789,6,0,478,0,0,19,2,0,1,1,0,76,0,2,519,4,0,76,11,0,26,0,0,67,5,0,62,0,2,12,1,0,24,11,0,0,0,0,28,0,0,350,38,4,60,133,2,36,0,0
ASV109,0,32,49,2,0,46,0,12,31,0,0,32,0,22,60,0,10,48,0,18,40,0,13,21,0,26,16,0,14,35,0,47,31,0,10,22,0,28,25,10,53,54,0,21,41,0,0,41,0,15,26,15,63,65,0,51,17,4,1,23,0,0,35,0,17,7,17,43,44,0,20,14,0,0,16,0,6,14
ASV110,2,14,15,0,123,20,37,65,26,46,91,25,13,35,18,11,43,14,10,70,18,2,160,7,2,11,13,0,196,34,0,31,11,6,146,9,17,22,7,21,31,15,0,86,27,0,7,26,0,69,25,12,28,18,0,21,29,0,9,61,0,19,25,12,84,5,6,22,21,0,8,15,0,0,40,7,35,28
ASV112,14,19,22,0,39,19,19,9,12,9,4,8,3,8,20,32,14,11,52,21,8,27,7,4,6,6,5,13,8,8,7,9,8,8,5,3,22,4,5,4,15,10,8,7,13,3,0,11,4,13,6,7,12,9,16,14,8,22,32,9,16,12,10,50,2,2,9,17,13,2,16,14,3,10,25,25,26,16
ASV113,107,0,0,25,0,0,0,0,0,0,0,0,0,3,0,55,0,0,0,0,0,24,0,0,79,0,0,56,0,0,83,0,0,100,0,0,0,0,0,58,2,4,47,0,0,152,45,0,204,0,0,61,8,0,230,0,0,256,56,0,140,45,0,0,0,0,134,2,1,86,45,0,283,132,13,55,9,0
ASV114,6,17,23,0,0,73,0,80,59,0,72,63,0,25,24,0,23,31,0,26,27,0,68,15,0,20,24,0,49,50,0,42,28,0,19,30,0,34,22,0,44,40,0,68,43,0,0,31,0,26,20,0,0,16,0,16,42,0,0,15,0,0,21,0,35,8,0,20,36,0,0,10,0,0,10,0,9,14
ASV115,22,0,0,0,0,0,0,0,0,0,0,0,483,15,0,10,16,0,6,0,0,12,0,0,0,0,0,25,7,0,2,0,0,0,0,0,0,0,0,111,6,3,10,7,0,0,16,0,0,0,0,86,11,14,35,4,0,6,67,0,0,0,0,0,0,0,39,0,3,16,58,21,0,3,0,0,0,0
ASV116,21,8,9,15,98,16,62,13,44,64,16,22,12,10,4,28,14,5,21,23,5,24,23,1,14,8,10,12,15,9,9,4,3,18,16,6,13,7,13,3,0,0,4,4,0,7,6,0,5,0,5,0,0,0,1,0,0,3,5,0,4,0,0,16,7,4,0,0,0,0,0,4,6,0,0,0,0,13
ASV118,0,0,20,0,0,70,0,0,46,0,0,63,0,0,19,0,0,34,0,7,143,0,0,211,3,187,303,0,0,40,0,96,266,0,0,358,0,230,376,0,20,93,0,12,208,0,0,143,0,36,138,0,4,29,0,34,66,0,0,16,0,0,136,0,28,188,0,26,45,0,15,18,0,0,27,0,15,62
ASV119,763,0,14,1736,19,0,230,51,0,6,0,7,109,11,0,683,0,0,0,0,0,0,0,0,1,0,0,528,0,0,528,0,0,123,0,0,6,0,0,176,0,0,866,7,0,781,204,0,260,0,0,74,0,0,403,0,0,326,40,0,41,17,0,0,0,0,69,0,0,140,44,0,21,56,0,68,4,0
ASV120,0,39,13,0,666,26,70,406,36,14,491,93,2,118,5,0,202,13,6,91,7,10,19,24,5,48,18,0,58,18,0,19,5,0,91,13,1,28,21,0,5,3,0,45,0,0,29,3,0,121,8,0,0,0,0,0,2,0,3,6,0,0,7,0,15,12,0,0,0,0,0,0,0,0,0,9,35,0
ASV121,47,16,14,2,411,15,419,109,29,115,81,46,28,14,5,126,34,22,46,43,9,51,59,8,23,31,41,9,38,74,18,6,31,68,166,46,40,39,93,0,4,28,14,11,5,12,125,5,20,5,44,0,0,0,4,0,1,0,57,15,0,0,17,4,24,69,0,0,0,0,0,13,7,7,0,0,25,0
ASV122,0,22,30,0,20,57,0,34,40,0,15,21,10,39,35,0,35,92,0,81,11,0,25,3,0,5,0,0,20,36,0,29,13,0,19,0,0,3,0,48,104,77,0,30,41,0,0,29,0,19,17,15,69,106,4,55,100,0,0,55,0,0,17,0,12,0,0,89,63,0,84,111,0,1,49,0,21,16
ASV123,4,5,4,0,0,2,7,0,3,3,3,5,3,5,0,2,0,3,2,1,1,2,0,3,32,3,5,9,4,7,2,0,1,3,10,12,6,6,9,3,3,3,5,6,4,0,25,3,6,6,33,13,22,39,11,1,9,0,1,4,2,1,5,2,9,42,0,1,2,2,0,2,1,2,3,1,1,2
ASV124,0,43,24,0,13,44,0,91,44,0,34,34,13,49,12,0,63,33,0,59,20,0,99,7,0,13,6,0,78,29,0,31,20,0,59,10,0,18,11,15,39,23,0,87,35,0,0,21,0,25,13,6,20,23,0,43,49,0,0,31,0,0,11,0,19,0,0,35,42,0,13,18,0,0,0,0,13,17
ASV125,74,14,8,244,0,0,49,17,0,16,0,0,0,4,8,74,0,0,96,0,0,61,0,0,73,0,0,69,0,0,245,0,0,113,0,0,38,0,0,22,0,2,74,0,6,198,14,0,157,10,3,30,0,0,112,4,0,1046,53,4,80,36,0,219,0,0,68,3,0,26,40,0,70,32,21,123,51,29
ASV126,250,23,0,27,235,0,191,0,0,50,0,0,151,42,0,310,72,0,39,0,0,34,0,0,0,10,0,91,48,0,96,0,0,16,6,0,0,0,0,69,0,0,202,31,0,39,92,0,32,0,0,35,26,8,127,0,0,69,38,0,20,8,0,7,0,10,34,0,0,25,14,0,0,29,27,70,0,0
ASV127,0,8,5,2,57,3,50,8,5,49,2,6,0,4,5,31,13,11,127,17,5,85,16,2,77,3,2,4,13,5,1,9,0,12,28,3,86,5,0,0,6,2,1,2,2,4,4,4,8,10,6,2,0,11,1,13,26,1,54,32,38,75,8,145,13,0,0,24,24,0,29,28,8,5,100,21,64,34
ASV128,0,9,15,0,0,20,0,24,29,0,91,53,9,22,17,0,0,14,0,17,42,0,20,30,0,29,22,0,30,55,0,44,47,0,24,29,0,26,29,5,60,38,0,64,45,0,0,53,2,13,25,0,22,24,0,5,23,0,0,4,0,0,51,0,20,11,0,10,7,0,3,7,0,0,0,0,0,14
ASV130,0,58,24,1,0,30,0,0,34,2,1,0,0,8,26,0,2,34,0,11,39,0,2,57,3,16,18,0,1,14,2,11,30,0,0,39,7,7,32,0,0,8,0,0,7,0,2,6,0,2,8,0,0,4,0,7,5,0,7,14,0,5,30,0,11,19,0,3,2,0,0,0,0,0,2,0,8,31
ASV131,20,28,15,0,71,31,18,49,26,49,34,31,41,25,16,32,35,26,15,68,14,11,59,11,10,12,8,5,42,20,9,30,0,20,64,6,10,13,5,24,23,13,8,23,12,15,29,13,5,33,15,15,37,22,7,25,19,7,45,29,10,20,16,6,0,4,61,33,35,5,51,24,12,4,13,16,18,15
ASV132,4,5,10,0,6,8,28,7,9,13,1,0,0,6,9,12,0,9,47,7,0,37,6,7,38,0,0,0,0,0,0,4,5,4,0,0,38,0,2,3,10,7,0,5,6,0,0,3,3,0,3,0,0,0,6,11,12,5,18,10,10,20,7,62,5,0,6,15,9,0,6,9,0,0,18,23,21,14
ASV133,0,1,8,13,0,4,3,2,0,4,2,3,0,6,0,0,0,0,18,0,10,9,1,6,46,36,19,9,2,2,1,7,8,3,1,30,9,14,10,1,7,17,4,4,16,8,6,16,30,30,50,0,0,6,5,9,0,6,1,6,11,3,7,22,32,30,0,0,0,0,0,0,1,4,0,2,0,2
ASV134,10,0,0,0,0,0,0,0,0,0,0,0,349,29,0,0,0,0,0,0,0,67,0,0,49,2,0,139,0,0,24,0,0,302,0,0,4,0,0,90,0,0,58,0,0,78,142,4,687,0,0,95,0,0,214,0,0,25,38,0,748,171,0,11,0,2,59,0,0,174,40,18,545,531,27,205,10,7
ASV135,16,22,22,0,0,0,0,0,16,0,0,0,42,33,13,0,17,24,34,0,0,61,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,70,30,22,0,0,10,0,0,0,0,0,0,81,35,62,40,33,0,53,106,0,0,0,0,0,0,0,88,28,22,0,123,90,0,0,28,0,0,3
ASV137,0,53,53,0,0,56,0,0,51,0,0,83,0,33,64,0,0,46,0,49,83,0,37,83,0,98,94,0,0,68,0,50,91,0,0,138,0,119,115,0,49,59,0,25,107,0,0,119,0,53,91,0,38,66,0,64,78,0,0,71,0,0,81,0,62,227,0,67,90,0,43,33,0,0,53,0,33,72
ASV139,133,30,8,5,10,0,201,0,1,181,7,0,14,2,0,106,7,0,68,28,2,273,8,0,555,0,0,155,0,0,163,6,0,103,15,0,64,0,0,31,3,6,191,5,8,137,85,3,139,6,6,36,0,12,122,19,33,429,184,34,81,114,6,58,8,0,414,31,12,110,137,71,77,59,52,92,66,30
ASV140,5,6,6,0,114,14,50,110,30,30,211,32,0,26,0,13,39,2,5,6,7,0,29,3,0,14,7,0,8,0,3,0,4,5,25,4,0,7,8,0,0,0,0,9,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,1,4
ASV141,19,4,9,55,0,1,6,0,0,0,0,0,9,4,5,0,0,0,3,0,0,0,0,0,0,0,3,19,0,4,22,0,2,76,1,4,2,0,1,4,3,8,6,0,8,73,18,8,120,2,2,5,0,6,203,12,21,340,57,16,411,171,15,0,2,3,36,2,0,54,24,52,698,281,23,61,8,5
ASV143,56,0,0,25,0,0,52,15,0,0,0,0,103,27,0,127,0,0,0,0,0,8,0,0,0,0,0,254,0,0,262,0,0,426,0,0,0,0,0,73,0,0,278,0,0,202,443,0,73,0,0,106,13,0,66,0,0,23,51,0,22,99,0,0,0,0,72,0,0,223,45,10,280,283,0,0,0,0
ASV144,87,88,55,0,33,28,0,0,0,0,0,0,168,169,21,0,399,0,0,0,0,0,32,0,0,0,0,29,218,15,0,0,0,0,31,0,0,0,0,139,61,25,19,85,19,0,0,0,0,0,0,68,80,20,0,26,0,0,8,0,0,0,0,1,0,0,27,24,30,22,61,26,0,0,0,0,0,0
ASV145,62,1,0,0,0,0,5,0,0,0,0,0,13,0,0,44,0,0,10,0,0,11,0,0,0,0,0,53,0,0,16,0,0,0,0,0,0,0,0,0,0,0,20,0,0,12,91,0,0,0,0,0,0,0,67,0,0,48,154,0,0,0,0,0,0,0,0,0,0,44,0,0,16,19,0,0,0,0
ASV146,13,20,19,0,17,15,37,68,26,44,31,24,10,24,12,16,48,31,19,57,6,14,85,3,9,0,0,0,55,16,0,17,4,0,59,1,16,5,0,19,24,9,0,21,6,0,10,12,0,12,6,3,19,6,0,20,30,0,10,25,0,3,13,18,0,0,0,23,24,0,9,14,0,0,17,9,11,14
ASV147,46,21,12,1,268,13,77,31,10,59,29,6,64,52,13,68,111,14,26,54,2,0,45,0,0,0,0,20,113,13,11,6,0,0,119,0,25,0,0,77,26,7,18,41,13,7,0,0,10,28,18,41,39,21,20,21,6,6,27,25,0,23,12,28,24,0,24,14,31,20,31,17,0,0,45,14,15,14
ASV148,0,75,93,0,0,35,0,1,26,0,0,53,0,41,45,0,6,36,0,30,113,0,0,74,1,98,122,0,13,74,0,82,100,0,19,66,0,94,73,0,63,85,0,14,97,0,0,91,0,71,118,7,35,71,0,102,40,0,0,120,0,0,92,0,33,32,4,65,58,0,22,39,0,0,28,0,68,67
ASV149,0,50,54,0,15,73,0,7,74,0,0,10,0,14,32,0,0,32,9,49,29,16,0,92,0,49,47,0,0,15,0,13,27,0,9,53,8,19,29,0,5,5,0,6,4,0,0,0,0,9,5,0,0,0,0,0,0,0,9,10,0,8,27,0,13,19,0,0,0,0,0,0,0,0,0,0,0,9
ASV150,0,30,57,0,5,19,0,0,0,0,0,0,28,52,82,0,0,0,0,12,10,0,0,18,0,0,0,0,83,120,0,48,41,0,2,0,0,0,0,55,296,87,0,123,32,0,0,0,0,0,0,25,202,84,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,8
ASV151,3,6,6,0,6,0,14,0,0,0,0,0,75,34,12,16,0,0,0,0,0,7,0,0,7,0,0,30,4,2,3,0,0,10,0,0,0,0,0,35,16,12,13,9,3,3,16,12,6,0,0,17,12,9,45,17,33,2,11,15,2,17,11,0,0,1,0,0,0,28,11,10,13,30,0,2,0,0
ASV152,0,29,22,0,0,23,0,5,32,0,5,24,0,5,44,0,10,51,0,33,44,0,12,12,0,37,31,0,7,24,0,46,17,0,13,9,0,26,13,0,27,29,0,17,27,0,0,22,0,70,87,0,22,27,0,44,58,0,0,137,0,0,65,0,48,8,0,50,31,0,18,28,0,0,45,0,77,68
ASV154,6,7,4,3,68,2,20,0,3,19,0,3,42,21,4,24,5,4,3,0,0,13,8,2,18,7,0,26,20,7,25,1,3,26,26,5,6,4,3,23,6,11,6,27,10,39,68,25,13,4,2,12,4,8,49,16,23,5,12,16,13,22,59,2,3,5,0,0,2,46,20,27,14,31,17,4,0,0
ASV155,0,0,9,0,0,44,0,41,49,0,75,50,0,0,7,0,7,17,0,13,18,0,29,11,0,21,17,0,0,14,0,19,22,0,6,23,0,37,34,0,17,19,0,42,48,0,0,23,0,18,26,0,0,14,0,3,22,0,0,6,0,0,24,0,33,0,0,32,22,0,5,13,0,0,0,0,7,13
ASV156,1,2,5,0,0,7,0,32,36,0,70,51,0,5,3,0,4,28,0,128,7,0,60,5,0,11,6,0,47,23,0,32,6,0,49,0,0,11,4,2,16,7,0,28,4,0,0,22,0,70,24,0,5,3,0,23,46,0,0,65,0,0,39,0,75,2,0,7,6,0,9,24,0,0,0,0,50,38
ASV158,0,61,44,0,0,15,0,0,33,0,0,16,8,33,48,0,0,30,58,27,39,0,0,0,0,0,0,0,0,26,0,25,32,0,0,13,20,33,0,0,36,30,0,0,12,0,0,14,0,0,41,16,64,53,0,45,32,0,46,42,0,10,22,21,0,0,30,45,27,0,52,34,0,0,97,0,39,31
ASV160,0,56,42,0,0,31,27,0,36,0,0,28,0,0,38,22,0,32,90,39,48,41,17,37,62,36,33,0,0,43,0,46,50,20,26,23,88,43,25,0,41,36,0,0,40,0,0,58,0,52,39,0,55,29,0,63,65,8,52,88,38,47,38,54,56,0,44,39,65,0,48,48,15,9,72,26,65,52
ASV162,264,0,0,75,0,0,72,0,0,0,0,0,44,0,0,164,0,0,0,0,0,13,0,0,0,0,0,101,0,0,163,0,0,97,0,0,0,0,0,62,0,0,224,0,0,308,172,0,172,0,0,0,0,0,157,0,0,74,19,0,71,24,0,55,0,0,14,0,0,70,19,0,20,55,0,241,0,0
ASV163,0,3,9,0,21,5,0,37,26,7,58,43,0,3,5,0,4,16,0,93,11,0,58,0,0,10,0,0,44,23,0,17,7,0,65,0,7,13,0,4,20,10,0,18,4,0,0,27,0,60,25,0,5,5,0,25,34,0,0,43,0,9,41,0,73,7,0,11,10,0,10,34,2,0,28,3,70,61
ASV164,0,13,20,0,8,32,0,70,27,0,50,35,8,27,21,0,28,27,0,44,16,0,55,12,0,18,0,0,46,37,0,29,18,0,24,0,0,22,7,11,39,29,0,35,20,0,0,25,0,17,11,2,26,16,0,27,33,0,0,27,0,0,14,0,11,0,0,29,20,0,15,11,0,0,0,0,0,0
ASV165,185,0,0,66,0,0,96,0,0,0,0,0,142,0,0,168,0,0,0,0,0,71,0,0,69,0,0,346,0,0,522,0,0,321,0,0,0,0,0,82,0,0,487,0,0,263,395,0,86,0,0,66,0,0,187,0,0,49,123,0,44,89,0,0,0,0,51,0,0,185,41,0,132,83,0,16,0,0
ASV166,0,21,22,0,0,8,0,0,0,0,0,1,0,15,36,0,0,6,0,0,9,0,0,9,0,0,1,0,0,19,0,16,15,0,0,1,0,0,2,1,18,33,0,2,17,0,0,5,0,0,0,2,19,29,0,4,8,0,0,3,0,0,0,0,0,0,0,14,12,0,1,2,0,0,0,0,0,1
ASV167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,0,0,0,5,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,6,0,0,0,0
ASV168,175,0,1,326,0,0,11,0,0,0,0,0,31,0,0,44,0,0,0,0,0,0,0,0,0,0,0,251,0,0,329,0,0,828,0,0,7,0,0,77,0,3,507,0,0,140,0,0,546,0,0,156,5,0,72,0,0,168,0,0,547,125,0,3,0,0,290,3,0,68,79,6,181,132,17,256,13,5
ASV169,0,30,26,0,0,90,11,101,79,0,115,44,26,34,28,0,100,60,0,53,54,0,121,57,0,44,46,0,66,54,0,40,39,0,154,19,0,53,20,0,41,41,0,107,64,0,0,42,0,103,47,0,32,32,0,27,40,0,0,26,0,0,71,0,131,0,0,25,47,0,25,39,0,0,26,0,24,41
ASV170,0,0,10,0,0,48,0,39,49,0,39,61,0,0,9,0,0,17,0,15,34,0,0,68,0,34,36,0,0,26,0,30,51,0,0,62,0,44,55,0,23,34,0,24,61,0,0,42,0,27,28,0,0,23,0,9,19,0,0,0,0,0,43,0,75,19,0,18,23,0,0,7,0,0,0,0,13,24
ASV171,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,12,0,0,0,0,0,0,0,0,0,0,12,8,47,0,4,7,0,0,4,10,0,0,0,0,0,4,0,0,0,207,475,38,14,0,0,0,2
ASV172,2,2,1,0,12,1,33,2,2,18,0,0,0,1,0,12,4,3,66,2,1,75,2,0,36,4,0,2,4,1,3,4,0,10,14,1,38,3,1,0,1,0,0,3,2,3,4,0,10,9,9,0,4,3,2,4,2,1,20,12,24,22,4,53,8,1,3,6,5,1,7,8,8,2,44,27,40,18
ASV173,0,0,8,0,0,37,0,18,31,0,33,32,0,4,7,0,0,15,0,12,13,0,13,5,0,24,18,0,14,21,0,11,17,0,0,17,0,23,24,0,14,10,0,18,22,0,0,14,0,20,16,0,0,8,0,11,10,0,0,6,0,0,20,0,25,0,0,11,20,0,0,3,0,0,0,0,4,10
ASV174,0,0,3,0,32,9,0,0,6,16,2,15,0,0,9,0,9,15,80,21,7,60,9,3,40,15,3,0,0,14,0,15,9,0,30,4,124,8,2,0,8,8,0,5,10,0,0,6,0,34,21,0,0,7,0,13,11,0,0,32,17,79,17,134,20,1,0,13,7,0,0,13,0,0,51,28,83,39
ASV175,0,7,3,0,0,0,0,0,0,0,0,0,22,13,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,6,0,0,0,0,0,0,0,0,0,0,0,118,0,9,0,0,17,0,0,0,0,0,0,0,0,7,0,0,288,728,0,0,0,0,0,0
ASV177,0,27,44,0,38,35,0,28,90,0,28,42,3,39,69,0,65,131,0,58,42,0,41,7,0,24,19,0,33,29,0,58,23,0,40,12,0,27,6,17,84,45,0,38,36,0,0,42,0,47,50,21,91,73,0,76,39,0,3,78,0,0,62,0,47,0,0,96,98,0,53,57,0,0,97,0,55,34
ASV179,0,61,14,0,28,14,143,40,29,55,16,18,7,12,23,55,47,28,124,45,20,72,42,10,64,15,0,16,0,28,9,28,19,30,34,0,92,12,0,11,12,13,5,33,23,0,0,16,25,34,23,16,34,15,0,46,47,0,52,41,34,52,10,198,29,2,13,34,33,0,20,27,7,0,70,43,46,49
ASV180,0,0,79,0,41,127,0,0,251,95,0,1016,0,18,50,0,0,105,0,8,85,0,498,0,0,0,160,0,0,72,0,0,54,0,0,97,0,0,117,0,0,31,9,0,52,0,0,43,0,0,52,0,0,0,0,0,6,0,15,3,0,0,11,0,0,70,0,0,1,0,0,0,0,0,0,0,0,50
ASV181,35,1,2,5,0,0,16,0,0,0,0,0,9,0,0,47,0,0,6,0,0,7,0,0,0,0,0,23,0,0,20,0,0,14,0,0,0,0,0,4,0,0,22,0,0,24,25,0,42,0,0,0,0,0,183,0,0,29,20,0,31,10,0,0,0,0,2,0,0,73,3,0,67,72,0,26,0,1
ASV183,51,5,6,10,0,0,20,0,0,3,0,0,74,14,0,50,0,0,1,0,0,15,0,0,15,0,0,78,0,0,60,0,0,8,0,0,0,0,0,186,4,2,148,0,0,13,28,0,21,0,0,109,16,0,14,2,0,11,15,0,12,7,0,3,0,0,67,2,7,65,36,2,3,12,7,79,2,0
ASV185,20,29,20,0,0,0,0,0,0,0,0,0,58,65,12,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,0,82,32,29,0,0,4,0,0,0,0,0,0,273,133,26,0,0,3,0,0,5,0,0,0,0,0,0,96,0,0,0,38,0,0,0,0,0,0,11
ASV186,0,23,9,0,300,27,50,136,42,30,311,217,0,38,5,7,101,15,0,46,11,0,27,20,0,38,35,0,19,6,0,6,3,0,23,4,0,5,22,0,0,0,0,21,4,0,9,0,0,15,6,0,0,0,0,0,0,0,21,11,0,0,3,0,5,4,0,0,0,0,0,5,0,0,0,0,7,6
ASV187,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,18,0,9,11,0,0,0,0,0,3,0,0,12,0,0,10,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,4,0,0,0,0,0,12,0,10,0,0,0,0,0,0,0,0,0,0,0,25,0
ASV188,0,6,15,0,3,13,2,6,8,3,0,10,0,10,15,0,0,17,8,19,22,4,0,7,3,16,8,2,0,20,0,15,16,0,10,7,24,14,0,0,10,13,0,5,19,0,0,20,0,35,35,5,14,0,0,17,32,0,5,29,3,20,22,23,23,0,5,15,14,0,7,18,1,0,47,11,37,26
ASV189,0,96,90,0,0,23,0,18,12,0,189,53,99,276,24,0,222,22,0,14,67,0,35,44,0,31,24,0,158,89,0,61,64,0,42,39,0,8,17,29,95,46,0,89,66,0,0,38,0,0,0,34,51,46,0,28,11,0,0,14,0,0,14,0,0,0,0,6,19,0,0,0,0,0,0,0,0,9
ASV190,0,12,23,0,0,49,0,6,36,0,10,31,0,5,14,0,0,10,0,10,42,0,0,24,0,49,44,0,0,22,0,25,55,0,3,59,0,66,79,0,22,29,0,0,75,0,0,38,0,19,32,0,12,22,0,7,19,0,0,5,0,0,27,0,34,0,0,21,28,0,3,11,0,0,17,0,15,20
ASV192,0,0,6,0,16,5,25,21,11,70,9,12,0,3,14,11,0,0,46,21,0,10,30,0,15,0,0,0,21,16,0,19,5,4,33,0,49,0,0,0,5,0,0,26,5,0,0,0,1,31,0,3,5,0,0,7,12,0,14,26,8,31,14,122,19,0,0,15,22,0,3,15,0,0,45,11,28,29
ASV193,0,0,10,0,0,12,0,0,9,0,0,19,0,0,3,0,0,9,0,0,43,0,0,62,0,73,73,0,0,14,0,37,54,0,0,98,0,59,110,0,7,30,0,0,47,0,0,52,0,16,57,0,4,31,0,13,24,0,0,6,0,0,59,0,12,62,0,20,11,0,6,17,0,0,11,0,6,21
ASV194,0,0,0,0,41,0,176,0,0,203,0,0,0,0,0,50,0,0,89,8,0,106,0,0,106,0,0,0,0,0,0,0,0,36,22,0,94,0,0,0,0,0,0,0,0,7,57,0,14,10,0,0,0,0,0,0,0,0,23,0,21,47,0,150,10,0,0,0,0,0,0,0,0,8,17,36,26,12
ASV195,45,78,76,0,0,19,0,46,0,0,35,0,46,169,32,26,538,0,0,0,24,0,55,0,0,0,0,0,301,33,0,28,24,0,73,0,0,0,0,110,99,43,0,220,24,3,0,0,0,0,0,43,163,44,12,47,0,0,3,0,0,0,0,0,0,0,11,28,67,1,0,0,0,0,0,0,0,0
ASV196,0,30,33,0,0,21,0,0,26,0,67,43,33,85,67,0,16,9,0,0,15,0,0,20,0,39,44,0,21,78,0,37,28,0,0,38,0,37,50,0,67,49,0,108,44,0,0,13,0,2,16,0,22,31,0,10,0,0,0,0,0,0,11,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
